timestamp,tweet_id,source,text,rating_numerator,rating_denominator,name,type,date,time,rating,jpg_url,confidence,dog,created_at,favorite_count,retweet_count,followers_count,favourites_count
2017-07-20 16:49:33,888078434458587136,iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,12.0,10.0,Gerald,,20-07-2017,16:49,1.2,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,0.995026,french bulldog,2017-07-20 16:49:33,21405,3426,7523763,140516
2017-07-19 16:06:48,887705289381826560,iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13.0,10.0,Jeffrey,,19-07-2017,16:06,1.3,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,0.821664,basset,2017-07-19 16:06:48,29670,5284,7523763,140516
2017-07-19 03:39:09,887517139158093824,iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),14.0,10.0,,,19-07-2017,03:39,1.4,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,0.130432,limousine,2017-07-19 03:39:09,45527,11457,7523763,140516
2017-07-18 16:08:03,887343217045368832,iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13.0,10.0,,,18-07-2017,16:08,1.3,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,0.330741,mexican hairless,2017-07-18 16:08:03,33131,10211,7523763,140516
2017-07-18 00:07:08,887101392804085760,iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12.0,10.0,,,18-07-2017,00:07,1.2,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,0.733942,samoyed,2017-07-18 00:07:08,30081,5852,7523763,140516
2017-07-17 16:17:36,886983233522544640,iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13.0,10.0,Maya,,17-07-2017,16:17,1.3,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.793469,chihuahua,2017-07-17 16:17:36,34585,7626,7523763,140516
2017-07-16 23:58:41,886736880519319552,iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff",13.0,10.0,Mingus,,16-07-2017,23:58,1.3,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.309706,kuvasz,2017-07-16 23:58:41,11858,3221,7523763,140516
2017-07-16 20:14:00,886680336477933568,iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,13.0,10.0,Derek,,16-07-2017,20:14,1.3,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,0.738995,convertible,2017-07-16 20:14:00,22072,4379,7523763,140516
2017-07-15 23:25:31,886366144734445568,iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12.0,10.0,Roscoe,pupper,15-07-2017,23:25,1.2,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,0.999201,french bulldog,2017-07-15 23:25:31,20847,3141,7523763,140516
2017-07-14 22:10:11,885984800019947520,iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12.0,10.0,Jimbo,,14-07-2017,22:10,1.2,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,0.972494,blenheim spaniel,2017-07-14 22:10:11,32118,6665,7523763,140516
2017-07-13 15:58:47,885528943205470208,iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13.0,10.0,Maisey,,13-07-2017,15:58,1.3,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,0.369275,pug,2017-07-13 15:58:47,35389,6316,7523763,140516
2017-07-12 16:03:00,885167619883638784,iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13.0,10.0,,,12-07-2017,16:03,1.3,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,0.8124819999999999,malamute,2017-07-12 16:03:00,21571,4300,7523763,140516
2017-07-11 00:00:02,884562892145688576,iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13.0,10.0,Kevin,,11-07-2017,00:00,1.3,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,0.5464060000000001,pug,2017-07-11 00:00:02,23914,4646,7523763,140516
2017-07-10 15:58:53,884441805382717440,iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14.0,10.0,,,10-07-2017,15:58,1.4,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,0.993225,pembroke,2017-07-10 15:58:53,26549,5554,7523763,140516
2017-07-08 00:28:19,883482846933004288,iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",5.0,10.0,Bella,,08-07-2017,00:28,0.5,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,0.943082,golden retriever,2017-07-08 00:28:19,45175,9768,7523763,140516
2017-07-07 00:17:54,883117836046086144,iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13.0,10.0,,,07-07-2017,00:17,1.3,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,0.949562,golden retriever,2017-07-07 00:17:54,36574,6550,7523763,140516
2017-07-06 15:58:11,882992080364220416,iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13.0,10.0,Rusty,,06-07-2017,15:58,1.3,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,0.466778,eskimo dog,2017-07-06 15:58:11,23580,3857,7523763,140516
2017-07-06 00:46:41,882762694511734784,iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12.0,10.0,Gus,pupper,06-07-2017,00:46,1.2,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,0.85005,labrador retriever,2017-07-06 00:46:41,27850,4830,7523763,140516
2017-07-05 15:48:34,882627270321602560,iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13.0,10.0,Stanley,,05-07-2017,15:48,1.3,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,0.542982,pembroke,2017-07-05 15:48:34,27475,5984,7523763,140516
2017-07-04 16:01:23,882268110199369728,iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13.0,10.0,Alfy,,04-07-2017,16:01,1.3,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,0.762211,golden retriever,2017-07-04 16:01:23,44233,11394,7523763,140516
2017-07-03 00:11:11,881666595344535552,iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13.0,10.0,Gary,,03-07-2017,00:11,1.3,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,0.529012,saluki,2017-07-03 00:11:11,49797,10487,7523763,140516
2017-07-01 21:49:04,881268444196462592,iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,12.0,10.0,Elliot,,01-07-2017,21:49,1.2,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,0.473303,tusker,2017-07-01 21:49:04,22726,5086,7523763,140516
2017-06-30 19:35:32,880872448815771648,iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12.0,10.0,,,30-06-2017,19:35,1.2,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,0.791416,pembroke,2017-06-30 19:35:32,20937,3753,7523763,140516
2017-06-29 16:39:47,880465832366813184,iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12.0,10.0,Bella,,29-06-2017,16:39,1.2,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,0.913255,golden retriever,2017-06-29 16:39:47,28076,6171,7523763,140516
2017-06-29 00:27:25,880221127280381952,iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12.0,10.0,Jesse,,29-06-2017,00:27,1.2,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,0.238525,chihuahua,2017-06-29 00:27:25,26630,4147,7523763,140516
2017-06-28 00:42:13,879862464715927552,iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13.0,10.0,Romeo,,28-06-2017,00:42,1.3,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,0.813507,basset,2017-06-28 00:42:13,21969,3444,7523763,140516
2017-06-27 00:10:17,879492040517615616,iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12.0,10.0,Bailey,,27-06-2017,00:10,1.2,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,0.479896,german short-haired pointer,2017-06-27 00:10:17,23064,3135,7523763,140516
2017-06-26 16:31:08,879376492567855104,iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12.0,10.0,Jack,,26-06-2017,16:31,1.2,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,0.663601,tricycle,2017-06-26 16:31:08,16520,3068,7523763,140516
2017-06-25 18:56:45,879050749262655488,iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,11.0,10.0,Steven,,25-06-2017,18:56,1.1,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,0.311861,tabby,2017-06-25 18:56:45,22212,4646,7523763,140516
2017-06-23 16:00:04,878281511006478336,iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY",13.0,10.0,Shadow,,23-06-2017,16:00,1.3,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,0.32042,basset,2017-06-23 16:00:04,7630,1268,7523763,140516
2017-06-23 01:10:23,878057613040115712,iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14.0,10.0,Emmy,,23-06-2017,01:10,1.4,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,0.839097,french bulldog,2017-06-23 01:10:23,41402,6718,7523763,140516
2017-06-22 03:54:17,877736472329191424,iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13.0,10.0,Aja,,22-06-2017,03:54,1.3,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,0.8379559999999999,chesapeake bay retriever,2017-06-22 03:54:17,78582,18809,7523763,140516
2017-06-21 15:58:08,877556246731214848,iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12.0,10.0,Penny,,21-06-2017,15:58,1.2,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,0.995368,basset,2017-06-21 15:58:08,22380,3753,7523763,140516
2017-06-20 16:29:50,877201837425926144,iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12.0,10.0,Nelly,,20-06-2017,16:29,1.2,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,0.93112,pembroke,2017-06-20 16:29:50,26728,5505,7523763,140516
2017-06-19 16:24:33,876838120628539392,iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,12.0,10.0,Ginger,pupper,19-06-2017,16:24,1.2,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,0.575751,bloodhound,2017-06-19 16:24:33,20382,3296,7523763,140516
2017-06-18 16:57:37,876484053909872640,iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13.0,10.0,Benedict,,18-06-2017,16:57,1.3,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,0.874566,golden retriever,2017-06-18 16:57:37,18488,2365,7523763,140516
2017-06-17 16:52:05,876120275196170240,iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13.0,10.0,Venti,,17-06-2017,16:52,1.3,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,0.534327,bernese mountain dog,2017-06-17 16:52:05,27510,4631,7523763,140516
2017-06-16 16:11:53,875747767867523072,iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13.0,10.0,Goose,,16-06-2017,16:11,1.3,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,0.799551,labrador retriever,2017-06-16 16:11:53,24839,4240,7523763,140516
2017-06-15 00:13:52,875144289856114688,iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,13.0,10.0,Nugget,,15-06-2017,00:13,1.3,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,0.245048,siberian husky,2017-06-15 00:13:52,21603,4863,7523763,140516
2017-06-14 16:04:48,875021211251597312,iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12.0,10.0,,,14-06-2017,16:04,1.2,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,0.7143189999999999,west highland white terrier,2017-06-14 16:04:48,25102,4662,7523763,140516
2017-06-13 17:29:20,874680097055178752,iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12.0,10.0,Cash,,13-06-2017,17:29,1.2,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,0.836052,labrador retriever,2017-06-13 17:29:20,27435,4591,7523763,140516
2017-06-12 16:06:11,874296783580663808,iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,13.0,10.0,Jed,pupper,12-06-2017,16:06,1.3,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,0.437216,cocker spaniel,2017-06-12 16:06:11,25706,4063,7523763,140516
2017-06-12 00:15:36,874057562936811520,iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12.0,10.0,,,12-06-2017,00:15,1.2,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,0.8321770000000001,flat-coated retriever,2017-06-12 00:15:36,22349,3916,7523763,140516
2017-06-11 21:18:31,874012996292530176,iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",13.0,10.0,Sebastian,puppo,11-06-2017,21:18,1.3,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,0.806674,cardigan,2017-06-11 21:18:31,34121,10302,7523763,140516
2017-06-09 16:22:42,873213775632977920,iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD",12.0,10.0,Sierra,pupper,09-06-2017,16:22,1.2,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,0.6197819999999999,vizsla,2017-06-09 16:22:42,7140,1570,7523763,140516
2017-06-09 00:02:31,872967104147763200,iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12.0,10.0,,doggo,09-06-2017,00:02,1.2,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,0.476913,labrador retriever,2017-06-09 00:02:31,27025,5361,7523763,140516
2017-06-08 14:20:41,872820683541237760,iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",13.0,10.0,,,08-06-2017,14:20,1.3,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,0.99912,pug,2017-06-08 14:20:41,14533,3664,7523763,140516
2017-06-08 01:06:27,872620804844003328,iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13.0,10.0,Monkey,,08-06-2017,01:06,1.3,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,0.513191,cocker spaniel,2017-06-08 01:06:27,20546,3663,7523763,140516
2017-06-07 16:14:40,872486979161796608,iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12.0,10.0,,,07-06-2017,16:14,1.2,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,0.931861,pembroke,2017-06-07 16:14:40,40211,8951,7523763,140516
2017-06-03 00:48:22,870804317367881728,iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10,11.0,10.0,,,03-06-2017,00:48,1.1,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,0.16829000000000002,home theater,2017-06-03 00:48:22,33316,6183,7523763,140516
2017-06-01 20:18:38,870374049280663552,iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,13.0,10.0,Zoey,,01-06-2017,20:18,1.3,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,0.841001,golden retriever,2017-06-01 20:18:38,82091,26158,7523763,140516
2017-05-31 04:27:59,869772420881756160,iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",13.0,10.0,Dewey,,31-05-2017,04:27,1.3,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,0.980148,pembroke,2017-05-31 04:27:59,42130,10026,7523763,140516
2017-05-29 16:24:37,869227993411051520,iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well,13.0,10.0,Gizmo,,29-05-2017,16:24,1.3,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,0.664181,pembroke,2017-05-29 16:24:37,20325,3788,7523763,140516
2017-05-28 00:18:35,868622495443632128,iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways,13.0,10.0,,,28-05-2017,00:18,1.3,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,0.868107,labrador retriever,2017-05-28 00:18:35,26709,5390,7523763,140516
2017-05-27 19:39:34,868552278524837888,iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f",12.0,10.0,Cooper,,27-05-2017,19:39,1.2,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,0.378151,whippet,2017-05-27 19:39:34,10095,2102,7523763,140516
2017-05-26 00:29:37,867900495410671616,iPhone,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10",12.0,10.0,,,26-05-2017,00:29,1.2,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,0.522644,labrador retriever,2017-05-26 00:29:37,24114,4193,7523763,140516
2017-05-23 16:16:06,867051520902168576,iPhone,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10",13.0,10.0,,,23-05-2017,16:16,1.3,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,0.471403,samoyed,2017-05-23 16:16:06,32180,7912,7523763,140516
2017-05-22 16:06:55,866686824827068416,iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely,12.0,10.0,Lili,,22-05-2017,16:06,1.2,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,0.51473,flat-coated retriever,2017-05-22 16:06:55,19309,3509,7523763,140516
2017-05-19 23:57:46,865718153858494464,iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy",13.0,10.0,Boomer,,19-05-2017,23:57,1.3,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,0.673664,golden retriever,2017-05-19 23:57:46,25645,5661,7523763,140516
2017-05-19 00:12:11,865359393868664832,iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10,13.0,10.0,Sammy,,19-05-2017,00:12,1.3,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,0.832435,chesapeake bay retriever,2017-05-19 00:12:11,26504,5045,7523763,140516
2017-05-18 00:50:50,865006731092295680,iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase,13.0,10.0,Nelly,,18-05-2017,00:50,1.3,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,0.989882,pembroke,2017-05-18 00:50:50,28041,7762,7523763,140516
2017-05-17 16:00:15,864873206498414592,iPhone,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10,14.0,10.0,,,17-05-2017,16:00,1.4,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,0.478616,pole,2017-05-17 16:00:15,32357,8789,7523763,140516
2017-05-16 00:41:21,864279568663928832,iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball,12.0,10.0,Meatball,,16-05-2017,00:41,1.2,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,0.668613,bull mastiff,2017-05-16 00:41:21,14661,3070,7523763,140516
2017-05-15 19:14:50,864197398364647424,iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well,13.0,10.0,Paisley,,15-05-2017,19:14,1.3,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,0.945905,golden retriever,2017-05-15 19:14:50,30257,9037,7523763,140516
2017-05-12 16:05:02,863062471531167744,iPhone,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib",13.0,10.0,Quinn,,12-05-2017,16:05,1.3,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,0.935804,french bulldog,2017-05-12 16:05:02,8569,2486,7523763,140516
2017-05-12 00:46:44,862831371563274240,iPhone,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey",13.0,10.0,Zooey,,12-05-2017,00:46,1.3,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,0.207281,australian terrier,2017-05-12 00:46:44,19257,5162,7523763,140516
2017-05-11 00:01:27,862457590147678208,iPhone,"This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10",13.0,10.0,Jersey,,11-05-2017,00:01,1.3,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,0.496348,home theater,2017-05-11 00:01:27,20659,5037,7523763,140516
2017-05-10 00:08:34,862096992088072192,iPhone,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10,13.0,10.0,,,10-05-2017,00:08,1.3,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,0.677589,chow,2017-05-10 00:08:34,75003,23654,7523763,140516
